UF;Zona;Partido;Gênero;Grau de escolaridade;Faixa etária;Quantitativo;Porcentagem (%);qt_nome_social;qt_deficientes;Data de carga
RS;114;CIDADANIA;FEMININO;ANALFABETO;Superior a 79 anos;2;0,1818;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;FEMININO;ENSINO FUNDAMENTAL COMPLETO;35 a 44 anos;2;0,125;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;FEMININO;ENSINO FUNDAMENTAL COMPLETO;45 a 59 anos;5;0,3125;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;FEMININO;ENSINO FUNDAMENTAL COMPLETO;60 a 69 anos;5;0,3125;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;FEMININO;ENSINO FUNDAMENTAL COMPLETO;70 a 79 anos;3;0,1875;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Superior a 79 anos;1;0,0625;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;11;0,1692;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;13;0,2;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;26;0,4;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;70 a 79 anos;12;0,1846;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Superior a 79 anos;3;0,0462;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;FEMININO;ENSINO MÉDIO COMPLETO;35 a 44 anos;3;0,12;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;FEMININO;ENSINO MÉDIO COMPLETO;45 a 59 anos;11;0,44;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;FEMININO;ENSINO MÉDIO COMPLETO;60 a 69 anos;6;0,24;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;FEMININO;ENSINO MÉDIO COMPLETO;70 a 79 anos;4;0,16;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;FEMININO;ENSINO MÉDIO COMPLETO;Superior a 79 anos;1;0,04;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;FEMININO;ENSINO MÉDIO INCOMPLETO;18 a 20 anos;1;0,0345;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;FEMININO;ENSINO MÉDIO INCOMPLETO;35 a 44 anos;11;0,3793;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;FEMININO;ENSINO MÉDIO INCOMPLETO;45 a 59 anos;9;0,3103;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;FEMININO;ENSINO MÉDIO INCOMPLETO;60 a 69 anos;5;0,1724;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;FEMININO;ENSINO MÉDIO INCOMPLETO;70 a 79 anos;3;0,1034;0;1;2024-10-04 18:04:53
RS;114;CIDADANIA;FEMININO;LÊ E ESCREVE;45 a 59 anos;2;0,1333;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;FEMININO;LÊ E ESCREVE;60 a 69 anos;4;0,2667;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;FEMININO;LÊ E ESCREVE;70 a 79 anos;8;0,5333;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;FEMININO;LÊ E ESCREVE;Superior a 79 anos;1;0,0667;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;FEMININO;SUPERIOR COMPLETO;35 a 44 anos;6;0,3158;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;FEMININO;SUPERIOR COMPLETO;45 a 59 anos;7;0,3684;0;1;2024-10-04 18:04:53
RS;114;CIDADANIA;FEMININO;SUPERIOR COMPLETO;60 a 69 anos;5;0,2632;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;FEMININO;SUPERIOR COMPLETO;70 a 79 anos;1;0,0526;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;FEMININO;SUPERIOR INCOMPLETO;35 a 44 anos;3;0,6;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;FEMININO;SUPERIOR INCOMPLETO;60 a 69 anos;1;0,2;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;FEMININO;SUPERIOR INCOMPLETO;70 a 79 anos;1;0,2;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;MASCULINO;ANALFABETO;70 a 79 anos;2;1;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;35 a 44 anos;1;0,0417;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;45 a 59 anos;12;0,5;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;60 a 69 anos;5;0,2083;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;70 a 79 anos;4;0,1667;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;Superior a 79 anos;2;0,0833;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;13;0,1912;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;23;0,3382;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;23;0,3382;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;70 a 79 anos;8;0,1176;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;Superior a 79 anos;1;0,0147;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;MASCULINO;ENSINO MÉDIO COMPLETO;35 a 44 anos;7;0,3182;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;MASCULINO;ENSINO MÉDIO COMPLETO;45 a 59 anos;6;0,2727;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;MASCULINO;ENSINO MÉDIO COMPLETO;60 a 69 anos;3;0,1364;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;MASCULINO;ENSINO MÉDIO COMPLETO;70 a 79 anos;5;0,2273;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;MASCULINO;ENSINO MÉDIO COMPLETO;Superior a 79 anos;1;0,0455;0;1;2024-10-04 18:04:53
RS;114;CIDADANIA;MASCULINO;ENSINO MÉDIO INCOMPLETO;18 a 20 anos;1;0,0323;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;MASCULINO;ENSINO MÉDIO INCOMPLETO;21 a 24 anos;1;0,0323;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;MASCULINO;ENSINO MÉDIO INCOMPLETO;25 a 34 anos;1;0,0323;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;MASCULINO;ENSINO MÉDIO INCOMPLETO;35 a 44 anos;12;0,3871;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;MASCULINO;ENSINO MÉDIO INCOMPLETO;45 a 59 anos;8;0,2581;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;MASCULINO;ENSINO MÉDIO INCOMPLETO;60 a 69 anos;8;0,2581;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;MASCULINO;LÊ E ESCREVE;45 a 59 anos;1;0,125;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;MASCULINO;LÊ E ESCREVE;60 a 69 anos;3;0,375;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;MASCULINO;LÊ E ESCREVE;70 a 79 anos;3;0,375;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;MASCULINO;LÊ E ESCREVE;Superior a 79 anos;1;0,125;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;MASCULINO;SUPERIOR COMPLETO;35 a 44 anos;1;0,0667;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;MASCULINO;SUPERIOR COMPLETO;45 a 59 anos;2;0,1333;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;MASCULINO;SUPERIOR COMPLETO;60 a 69 anos;3;0,2;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;MASCULINO;SUPERIOR COMPLETO;70 a 79 anos;6;0,4;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;MASCULINO;SUPERIOR COMPLETO;Superior a 79 anos;3;0,2;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;MASCULINO;SUPERIOR INCOMPLETO;35 a 44 anos;1;0,1;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;MASCULINO;SUPERIOR INCOMPLETO;45 a 59 anos;4;0,4;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;MASCULINO;SUPERIOR INCOMPLETO;60 a 69 anos;4;0,4;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;MASCULINO;SUPERIOR INCOMPLETO;70 a 79 anos;1;0,1;0;0;2024-10-04 18:04:53
RS;114;DC;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;25 a 34 anos;1;1;0;0;2024-10-04 18:04:53
RS;114;DC;FEMININO;ENSINO MÉDIO COMPLETO;25 a 34 anos;1;1;0;0;2024-10-04 18:04:53
RS;114;DC;FEMININO;ENSINO MÉDIO INCOMPLETO;60 a 69 anos;1;1;0;0;2024-10-04 18:04:53
RS;114;DC;FEMININO;SUPERIOR COMPLETO;60 a 69 anos;1;1;0;0;2024-10-04 18:04:53
RS;114;DC;FEMININO;SUPERIOR INCOMPLETO;45 a 59 anos;1;1;0;0;2024-10-04 18:04:53
RS;114;DC;MASCULINO;ENSINO MÉDIO COMPLETO;45 a 59 anos;1;1;0;0;2024-10-04 18:04:53
RS;114;DC;MASCULINO;ENSINO MÉDIO INCOMPLETO;35 a 44 anos;1;1;0;0;2024-10-04 18:04:53
RS;114;DC;MASCULINO;SUPERIOR COMPLETO;45 a 59 anos;1;0,5;0;0;2024-10-04 18:04:53
RS;114;DC;MASCULINO;SUPERIOR COMPLETO;60 a 69 anos;1;0,5;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;ANALFABETO;35 a 44 anos;1;0,1111;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;ANALFABETO;45 a 59 anos;1;0,1111;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;ANALFABETO;60 a 69 anos;4;0,4444;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;ANALFABETO;70 a 79 anos;2;0,2222;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;ANALFABETO;Superior a 79 anos;1;0,1111;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;ENSINO FUNDAMENTAL COMPLETO;25 a 34 anos;3;0,0319;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;ENSINO FUNDAMENTAL COMPLETO;35 a 44 anos;6;0,0638;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;ENSINO FUNDAMENTAL COMPLETO;45 a 59 anos;20;0,2128;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;ENSINO FUNDAMENTAL COMPLETO;60 a 69 anos;29;0,3085;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;ENSINO FUNDAMENTAL COMPLETO;70 a 79 anos;22;0,234;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Superior a 79 anos;14;0,1489;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;18 a 20 anos;1;0,0035;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;21 a 24 anos;1;0,0035;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;25 a 34 anos;7;0,0248;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;46;0,1631;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;80;0,2837;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;70;0,2482;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;70 a 79 anos;54;0,1915;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Superior a 79 anos;23;0,0816;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;ENSINO MÉDIO COMPLETO;21 a 24 anos;1;0,0065;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;ENSINO MÉDIO COMPLETO;25 a 34 anos;7;0,0458;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;ENSINO MÉDIO COMPLETO;35 a 44 anos;39;0,2549;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;ENSINO MÉDIO COMPLETO;45 a 59 anos;36;0,2353;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;ENSINO MÉDIO COMPLETO;60 a 69 anos;42;0,2745;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;ENSINO MÉDIO COMPLETO;70 a 79 anos;25;0,1634;0;1;2024-10-04 18:04:53
RS;114;MDB;FEMININO;ENSINO MÉDIO COMPLETO;Superior a 79 anos;3;0,0196;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;ENSINO MÉDIO INCOMPLETO;21 a 24 anos;3;0,0286;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;ENSINO MÉDIO INCOMPLETO;25 a 34 anos;14;0,1333;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;ENSINO MÉDIO INCOMPLETO;35 a 44 anos;40;0,381;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;ENSINO MÉDIO INCOMPLETO;45 a 59 anos;25;0,2381;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;ENSINO MÉDIO INCOMPLETO;60 a 69 anos;16;0,1524;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;ENSINO MÉDIO INCOMPLETO;70 a 79 anos;3;0,0286;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;ENSINO MÉDIO INCOMPLETO;Superior a 79 anos;4;0,0381;0;1;2024-10-04 18:04:53
RS;114;MDB;FEMININO;LÊ E ESCREVE;35 a 44 anos;1;0,0286;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;LÊ E ESCREVE;45 a 59 anos;6;0,1714;0;1;2024-10-04 18:04:53
RS;114;MDB;FEMININO;LÊ E ESCREVE;60 a 69 anos;3;0,0857;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;LÊ E ESCREVE;70 a 79 anos;9;0,2571;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;LÊ E ESCREVE;Superior a 79 anos;16;0,4571;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;NÃO INFORMADO;Superior a 79 anos;1;1;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;SUPERIOR COMPLETO;25 a 34 anos;3;0,0297;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;SUPERIOR COMPLETO;35 a 44 anos;15;0,1485;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;SUPERIOR COMPLETO;45 a 59 anos;22;0,2178;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;SUPERIOR COMPLETO;60 a 69 anos;27;0,2673;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;SUPERIOR COMPLETO;70 a 79 anos;26;0,2574;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;SUPERIOR COMPLETO;Superior a 79 anos;8;0,0792;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;SUPERIOR INCOMPLETO;21 a 24 anos;1;0,0179;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;SUPERIOR INCOMPLETO;25 a 34 anos;3;0,0536;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;SUPERIOR INCOMPLETO;35 a 44 anos;11;0,1964;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;SUPERIOR INCOMPLETO;45 a 59 anos;18;0,3214;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;SUPERIOR INCOMPLETO;60 a 69 anos;18;0,3214;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;SUPERIOR INCOMPLETO;70 a 79 anos;3;0,0536;0;0;2024-10-04 18:04:53
RS;114;MDB;FEMININO;SUPERIOR INCOMPLETO;Superior a 79 anos;2;0,0357;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;ANALFABETO;35 a 44 anos;1;0,1667;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;ANALFABETO;60 a 69 anos;3;0,5;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;ANALFABETO;70 a 79 anos;2;0,3333;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;25 a 34 anos;5;0,0485;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;35 a 44 anos;8;0,0777;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;45 a 59 anos;28;0,2718;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;60 a 69 anos;36;0,3495;0;1;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;70 a 79 anos;21;0,2039;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;Superior a 79 anos;5;0,0485;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;21 a 24 anos;1;0,0044;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;25 a 34 anos;9;0,0395;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;48;0,2105;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;84;0,3684;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;52;0,2281;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;70 a 79 anos;25;0,1096;0;2;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;Superior a 79 anos;9;0,0395;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;ENSINO MÉDIO COMPLETO;25 a 34 anos;4;0,0272;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;ENSINO MÉDIO COMPLETO;35 a 44 anos;32;0,2177;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;ENSINO MÉDIO COMPLETO;45 a 59 anos;41;0,2789;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;ENSINO MÉDIO COMPLETO;60 a 69 anos;46;0,3129;0;1;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;ENSINO MÉDIO COMPLETO;70 a 79 anos;15;0,102;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;ENSINO MÉDIO COMPLETO;Superior a 79 anos;9;0,0612;0;1;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;ENSINO MÉDIO INCOMPLETO;21 a 24 anos;1;0,0085;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;ENSINO MÉDIO INCOMPLETO;25 a 34 anos;15;0,1271;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;ENSINO MÉDIO INCOMPLETO;35 a 44 anos;44;0,3729;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;ENSINO MÉDIO INCOMPLETO;45 a 59 anos;27;0,2288;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;ENSINO MÉDIO INCOMPLETO;60 a 69 anos;17;0,1441;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;ENSINO MÉDIO INCOMPLETO;70 a 79 anos;12;0,1017;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;ENSINO MÉDIO INCOMPLETO;Superior a 79 anos;2;0,0169;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;LÊ E ESCREVE;25 a 34 anos;1;0,0357;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;LÊ E ESCREVE;35 a 44 anos;2;0,0714;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;LÊ E ESCREVE;45 a 59 anos;8;0,2857;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;LÊ E ESCREVE;60 a 69 anos;4;0,1429;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;LÊ E ESCREVE;70 a 79 anos;7;0,25;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;LÊ E ESCREVE;Superior a 79 anos;6;0,2143;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;NÃO INFORMADO;45 a 59 anos;1;1;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;SUPERIOR COMPLETO;25 a 34 anos;1;0,012;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;SUPERIOR COMPLETO;35 a 44 anos;12;0,1446;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;SUPERIOR COMPLETO;45 a 59 anos;19;0,2289;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;SUPERIOR COMPLETO;60 a 69 anos;18;0,2169;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;SUPERIOR COMPLETO;70 a 79 anos;23;0,2771;0;1;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;SUPERIOR COMPLETO;Superior a 79 anos;10;0,1205;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;SUPERIOR INCOMPLETO;21 a 24 anos;1;0,0167;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;SUPERIOR INCOMPLETO;25 a 34 anos;3;0,05;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;SUPERIOR INCOMPLETO;35 a 44 anos;14;0,2333;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;SUPERIOR INCOMPLETO;45 a 59 anos;16;0,2667;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;SUPERIOR INCOMPLETO;60 a 69 anos;19;0,3167;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;SUPERIOR INCOMPLETO;70 a 79 anos;5;0,0833;0;0;2024-10-04 18:04:53
RS;114;MDB;MASCULINO;SUPERIOR INCOMPLETO;Superior a 79 anos;2;0,0333;0;0;2024-10-04 18:04:53
RS;114;MOBILIZA;FEMININO;ENSINO FUNDAMENTAL COMPLETO;45 a 59 anos;2;1;0;0;2024-10-04 18:04:53
RS;114;MOBILIZA;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;1;0,1429;0;0;2024-10-04 18:04:53
RS;114;MOBILIZA;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;3;0,4286;0;0;2024-10-04 18:04:53
RS;114;MOBILIZA;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;1;0,1429;0;0;2024-10-04 18:04:53
RS;114;MOBILIZA;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Superior a 79 anos;2;0,2857;0;0;2024-10-04 18:04:53
RS;114;MOBILIZA;FEMININO;ENSINO MÉDIO COMPLETO;35 a 44 anos;1;0,3333;0;0;2024-10-04 18:04:53
RS;114;MOBILIZA;FEMININO;ENSINO MÉDIO COMPLETO;60 a 69 anos;1;0,3333;0;0;2024-10-04 18:04:53
RS;114;MOBILIZA;FEMININO;ENSINO MÉDIO COMPLETO;Superior a 79 anos;1;0,3333;0;0;2024-10-04 18:04:53
RS;114;MOBILIZA;FEMININO;ENSINO MÉDIO INCOMPLETO;60 a 69 anos;1;1;0;0;2024-10-04 18:04:53
RS;114;MOBILIZA;FEMININO;LÊ E ESCREVE;60 a 69 anos;1;1;0;0;2024-10-04 18:04:53
RS;114;MOBILIZA;FEMININO;SUPERIOR COMPLETO;60 a 69 anos;1;1;0;0;2024-10-04 18:04:53
RS;114;MOBILIZA;FEMININO;SUPERIOR INCOMPLETO;60 a 69 anos;1;1;0;0;2024-10-04 18:04:53
RS;114;MOBILIZA;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;60 a 69 anos;2;0,5;0;0;2024-10-04 18:04:53
RS;114;MOBILIZA;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;70 a 79 anos;2;0,5;0;0;2024-10-04 18:04:53
RS;114;MOBILIZA;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;1;0,125;0;0;2024-10-04 18:04:53
RS;114;MOBILIZA;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;3;0,375;0;0;2024-10-04 18:04:53
RS;114;MOBILIZA;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;2;0,25;0;0;2024-10-04 18:04:53
RS;114;MOBILIZA;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;70 a 79 anos;1;0,125;0;0;2024-10-04 18:04:53
RS;114;MOBILIZA;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;Superior a 79 anos;1;0,125;0;0;2024-10-04 18:04:53
RS;114;MOBILIZA;MASCULINO;ENSINO MÉDIO COMPLETO;60 a 69 anos;2;1;0;0;2024-10-04 18:04:53
RS;114;MOBILIZA;MASCULINO;ENSINO MÉDIO INCOMPLETO;25 a 34 anos;1;0,3333;0;0;2024-10-04 18:04:53
RS;114;MOBILIZA;MASCULINO;ENSINO MÉDIO INCOMPLETO;35 a 44 anos;1;0,3333;0;0;2024-10-04 18:04:53
RS;114;MOBILIZA;MASCULINO;ENSINO MÉDIO INCOMPLETO;45 a 59 anos;1;0,3333;0;0;2024-10-04 18:04:53
RS;114;MOBILIZA;MASCULINO;LÊ E ESCREVE;45 a 59 anos;2;1;0;0;2024-10-04 18:04:53
RS;114;MOBILIZA;MASCULINO;SUPERIOR COMPLETO;70 a 79 anos;1;1;0;0;2024-10-04 18:04:53
RS;114;MOBILIZA;MASCULINO;SUPERIOR INCOMPLETO;35 a 44 anos;1;0,5;0;0;2024-10-04 18:04:53
RS;114;MOBILIZA;MASCULINO;SUPERIOR INCOMPLETO;60 a 69 anos;1;0,5;0;0;2024-10-04 18:04:53
RS;114;NOVO;FEMININO;SUPERIOR COMPLETO;60 a 69 anos;1;1;0;0;2024-10-04 18:04:53
